instance,family,n_customers,method,method_family,tag,metaheuristic,time_limit_s,vehicle_cost,K_eval,seed_eval,cv_global_eval,cv_link_eval,feasible,vehicles,distance,runtime_s,ontime_mean,ontime_p50,ontime_p95,tard_mean,sla_metric,sla_threshold,meets_SLA,is_champion,status,version_tag,seed_build,gap_to_det_pct,gap_to_best_pct
C205,C,100,SAA64-b0p7,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,1013.1,529.3,100.0,98.8,99.8,2.3,ontime_p50,95.0,True,False,feasible,static_v1,0,6.62,7.56
C205,C,100,DET,DET,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,950.2,8.5,99.4,98.4,99.9,2.3,ontime_p50,95.0,True,False,feasible,static_v1,0,0.0,0.88
C205,C,100,Gamma1-q1p645,Gamma,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,958.0,220.6,99.9,98.4,99.9,2.2,ontime_p50,95.0,True,False,feasible,static_v1,0,0.82,1.71
C205,C,100,SAA16-b0p3,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,964.5,174.3,99.7,98.4,99.5,2.2,ontime_p50,95.0,True,False,feasible,static_v1,0,1.5,2.4
C205,C,100,Gamma2-q1p645,Gamma,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,959.2,365.5,100.0,98.3,100.0,0.0,ontime_p50,95.0,True,True,feasible,static_v1,0,0.95,1.84
C205,C,100,SAA32-b0p5,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,1006.5,276.8,99.6,98.2,100.0,0.0,ontime_p50,95.0,True,False,feasible,static_v1,0,5.93,6.86
C205,C,100,Q120,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,941.9,25.6,99.3,98.0,99.4,2.2,ontime_p50,95.0,True,False,feasible,static_v1,0,-0.87,0.0
C206,C,100,Gamma2-q1p645,Gamma,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,997.8,399.8,100.0,99.4,100.0,0.0,ontime_p50,95.0,True,False,feasible,static_v1,0,0.89,1.12
C206,C,100,Q110,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,1000.8,17.7,99.8,99.1,99.7,2.3,ontime_p50,95.0,True,False,feasible,static_v1,0,1.19,1.43
C206,C,100,SAA64-b0p7,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,1049.3,496.1,100.0,99.0,99.7,2.3,ontime_p50,95.0,True,False,feasible,static_v1,0,6.1,6.34
C206,C,100,Gamma1-q1p645,Gamma,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,11,992.7,237.2,100.0,98.7,100.0,0.0,ontime_p50,95.0,True,False,feasible,static_v1,0,0.37,0.61
C206,C,100,SAA16-b0p3,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,1016.6,188.5,100.0,98.7,100.0,0.0,ontime_p50,95.0,True,False,feasible,static_v1,0,2.79,3.03
C206,C,100,Q130,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,11,1000.3,29.7,100.0,98.5,99.9,2.3,ontime_p50,95.0,True,False,feasible,static_v1,0,1.14,1.38
C206,C,100,SAA32-b0p5,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,1031.1,254.8,100.0,98.3,99.8,2.1,ontime_p50,95.0,True,False,feasible,static_v1,0,4.26,4.5
C206,C,100,Q120,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,986.7,24.1,99.5,98.3,99.3,2.3,ontime_p50,95.0,True,True,feasible,static_v1,0,-0.23,0.0
C206,C,100,DET,DET,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,989.0,8.2,99.7,97.7,99.5,2.1,ontime_p50,95.0,True,False,feasible,static_v1,0,0.0,0.23
C207,C,100,Gamma1-q1p645,Gamma,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,996.8,218.2,99.9,98.9,100.0,0.0,ontime_p50,95.0,True,False,feasible,static_v1,0,0.48,1.38
C207,C,100,SAA16-b0p3,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,11,1026.2,191.4,99.7,98.8,99.6,2.2,ontime_p50,95.0,True,False,feasible,static_v1,0,3.45,4.37
C207,C,100,Q120,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,983.2,21.5,99.7,98.7,99.8,2.0,ontime_p50,95.0,True,False,feasible,static_v1,0,-0.89,0.0
C207,C,100,DET,DET,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,992.0,10.0,99.4,98.7,99.5,2.3,ontime_p50,95.0,True,True,feasible,static_v1,0,0.0,0.9
C207,C,100,SAA64-b0p7,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,1038.7,538.6,100.0,98.2,100.0,0.0,ontime_p50,95.0,True,False,feasible,static_v1,0,4.71,5.64
C207,C,100,Q130,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,1006.1,28.7,99.9,98.1,99.5,2.2,ontime_p50,95.0,True,False,feasible,static_v1,0,1.42,2.33
C207,C,100,Gamma2-q1p645,Gamma,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,1009.4,400.5,100.0,97.9,99.8,2.0,ontime_p50,95.0,True,False,feasible,static_v1,0,1.75,2.66
C207,C,100,SAA32-b0p5,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,1019.3,278.5,100.0,97.8,99.8,2.2,ontime_p50,95.0,True,False,feasible,static_v1,0,2.75,3.67
C207,C,100,Q110,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,1006.2,17.0,99.8,97.6,99.3,2.2,ontime_p50,95.0,True,False,feasible,static_v1,0,1.43,2.34
C208,C,100,Gamma1-q1p645,Gamma,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,11,957.9,232.3,99.8,98.6,99.8,2.4,ontime_p50,95.0,True,True,feasible,static_v1,0,0.52,0.52
C208,C,100,Q130,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,969.6,28.1,100.0,98.6,99.4,2.4,ontime_p50,95.0,True,False,feasible,static_v1,0,1.75,1.75
C208,C,100,Gamma2-q1p645,Gamma,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,964.7,393.0,99.9,98.4,99.9,2.4,ontime_p50,95.0,True,False,feasible,static_v1,0,1.24,1.24
C208,C,100,DET,DET,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,952.9,8.9,99.6,98.3,99.9,2.2,ontime_p50,95.0,True,False,feasible,static_v1,0,0.0,0.0
C208,C,100,SAA32-b0p5,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,981.3,311.1,99.7,98.3,99.9,2.3,ontime_p50,95.0,True,False,feasible,static_v1,0,2.98,2.98
C208,C,100,SAA16-b0p3,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,11,990.9,172.0,99.9,98.2,100.0,0.0,ontime_p50,95.0,True,False,feasible,static_v1,0,3.99,3.99
C208,C,100,SAA64-b0p7,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,11,988.9,520.1,100.0,98.2,99.9,2.2,ontime_p50,95.0,True,False,feasible,static_v1,0,3.78,3.78
C208,C,100,Q120,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,11,952.8,23.9,99.5,97.5,99.1,2.4,ontime_p50,95.0,True,False,feasible,static_v1,0,-0.01,-0.01
C208,C,100,Q110,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,977.2,17.5,99.1,97.0,99.0,2.5,ontime_p50,95.0,True,False,feasible,static_v1,0,2.55,2.55
R101,R,100,SAA64-b0p7,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,17,1706.5,625.5,99.9,98.2,100.0,0.0,ontime_p50,95.0,True,False,feasible,static_v1,0,3.59,5.71
R101,R,100,SAA32-b0p5,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,16,1746.1,318.4,99.7,98.1,99.7,2.3,ontime_p50,95.0,True,False,feasible,static_v1,0,6.00,8.16
R101,R,100,Gamma1-q1p645,Gamma,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,16,1662.6,274.8,98.9,98.1,98.9,2.2,ontime_p50,95.0,True,False,feasible,static_v1,0,0.93,2.99
R101,R,100,SAA16-b0p3,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,16,1700.6,229.8,99.6,97.8,99.4,2.1,ontime_p50,95.0,True,False,feasible,static_v1,0,3.24,5.35
R101,R,100,Gamma2-q1p645,Gamma,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,16,1672.2,421.7,99.4,97.7,99.6,2.2,ontime_p50,95.0,True,False,feasible,static_v1,0,1.51,3.59
R101,R,100,Q120,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,16,1616.9,26.5,99.3,97.7,99.2,2.3,ontime_p50,95.0,True,False,feasible,static_v1,0,-1.85,0.16
R101,R,100,Q110,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,16,1614.3,22.2,98.1,97.7,98.4,2.4,ontime_p50,95.0,True,True,feasible,static_v1,0,-2.00,0.00
R101,R,100,DET,DET,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,16,1647.3,9.8,97.4,96.4,97.2,2.4,ontime_p50,95.0,True,False,feasible,static_v1,0,0.00,2.04
R101,R,100,Q130,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,16,1681.3,34.5,98.3,96.3,98.2,2.6,ontime_p50,95.0,True,False,feasible,static_v1,0,2.06,4.15
R102,R,100,Q110,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,16,1768.3,23.2,99.8,98.8,100.0,0.0,ontime_p50,95.0,True,False,feasible,static_v1,0,0.79,0.79
R102,R,100,Gamma1-q1p645,Gamma,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,15,1758.4,280.9,99.6,98.7,99.8,2.2,ontime_p50,95.0,True,True,feasible,static_v1,0,0.22,0.22
R102,R,100,SAA32-b0p5,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,15,1816.4,352.0,100.0,98.3,100.0,0.0,ontime_p50,95.0,True,False,feasible,static_v1,0,3.53,3.53
R102,R,100,Gamma2-q1p645,Gamma,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,16,1769.7,395.1,98.9,98.2,98.9,2.4,ontime_p50,95.0,True,False,feasible,static_v1,0,0.87,0.87
R102,R,100,SAA64-b0p7,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,15,1841.9,569.3,99.4,98.1,99.2,2.5,ontime_p50,95.0,True,False,feasible,static_v1,0,4.98,4.98
R102,R,100,Q130,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,15,1770.7,38.4,98.0,97.3,97.8,2.2,ontime_p50,95.0,True,False,feasible,static_v1,0,0.92,0.92
R102,R,100,SAA16-b0p3,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,15,1772.9,204.1,98.6,97.0,98.6,2.4,ontime_p50,95.0,True,False,feasible,static_v1,0,1.05,1.05
R102,R,100,DET,DET,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,15,1754.5,11.3,97.8,96.6,97.8,2.5,ontime_p50,95.0,True,False,feasible,static_v1,0,0.00,0.00
R102,R,100,Q120,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,15,1788.2,28.4,97.7,96.2,97.7,2.4,ontime_p50,95.0,True,False,feasible,static_v1,0,1.92,1.92
R103,R,100,SAA32-b0p5,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,11,1268.7,359.9,100.0,98.6,100.0,0.0,ontime_p50,95.0,True,False,feasible,static_v1,0,2.41,2.41
R103,R,100,DET,DET,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,11,1238.9,12.0,98.8,98.6,99.4,2.3,ontime_p50,95.0,True,False,feasible,static_v1,0,0.00,0.00
R103,R,100,SAA64-b0p7,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,12,1334.3,692.4,100.0,98.4,99.9,2.4,ontime_p50,95.0,True,False,feasible,static_v1,0,7.70,7.70
R103,R,100,Gamma2-q1p645,Gamma,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,11,1262.9,468.3,100.0,98.1,100.0,0.0,ontime_p50,95.0,True,True,feasible,static_v1,0,1.94,1.94
R103,R,100,Q130,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,12,1249.7,35.9,100.0,97.8,99.7,2.3,ontime_p50,95.0,True,False,feasible,static_v1,0,0.87,0.87
R103,R,100,Q110,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,11,1242.2,23.9,99.0,97.8,99.2,2.1,ontime_p50,95.0,True,False,feasible,static_v1,0,0.27,0.27
R103,R,100,SAA16-b0p3,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,11,1259.9,209.3,98.6,97.8,98.5,2.3,ontime_p50,95.0,True,False,feasible,static_v1,0,1.70,1.70
R103,R,100,Q120,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,12,1233.3,27.7,98.0,97.7,98.2,2.3,ontime_p50,95.0,True,False,feasible,static_v1,0,-0.45,-0.45
R103,R,100,Gamma1-q1p645,Gamma,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,11,1244.3,257.7,98.0,96.6,98.1,2.3,ontime_p50,95.0,True,False,feasible,static_v1,0,0.44,0.44
R104,R,100,SAA64-b0p7,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,19,1348.4,572.7,100.0,99.3,100.0,0.0,ontime_p50,95.0,True,False,feasible,static_v1,0,7.08,7.08
R104,R,100,Gamma2-q1p645,Gamma,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,20,1278.3,458.3,99.9,99.2,99.8,2.0,ontime_p50,95.0,True,False,feasible,static_v1,0,1.52,1.52
R104,R,100,SAA16-b0p3,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,19,1294.1,209.0,100.0,98.7,99.4,2.4,ontime_p50,95.0,True,False,feasible,static_v1,0,2.77,2.77
R104,R,100,SAA32-b0p5,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,19,1295.6,355.3,98.5,97.5,99.0,2.4,ontime_p50,95.0,True,False,feasible,static_v1,0,2.89,2.89
R104,R,100,Q110,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,19,1265.1,23.6,98.0,97.2,98.2,2.6,ontime_p50,95.0,True,False,feasible,static_v1,0,0.47,0.47
R104,R,100,Q130,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,19,1271.9,32.5,98.2,97.0,98.5,2.4,ontime_p50,95.0,True,False,feasible,static_v1,0,1.01,1.01
R104,R,100,Q120,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,20,1271.0,27.1,98.3,96.8,98.1,2.4,ontime_p50,95.0,True,True,feasible,static_v1,0,0.94,0.94
R104,R,100,DET,DET,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,19,1259.2,11.1,98.1,96.0,97.8,2.3,ontime_p50,95.0,True,False,feasible,static_v1,0,0.00,0.00
R104,R,100,Gamma1-q1p645,Gamma,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,19,1271.5,271.2,97.6,95.7,97.3,2.4,ontime_p50,95.0,True,False,feasible,static_v1,0,0.98,0.98
R105,R,100,Gamma2-q1p645,Gamma,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,19,1710.0,425.7,100.0,98.7,100.0,0.0,ontime_p50,95.0,True,False,feasible,static_v1,0,1.54,1.62
R105,R,100,SAA32-b0p5,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,19,1776.4,297.8,100.0,98.2,99.9,2.2,ontime_p50,95.0,True,False,feasible,static_v1,0,5.49,5.56
R105,R,100,DET,DET,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,19,1684.0,9.8,98.7,97.6,98.6,2.3,ontime_p50,95.0,True,False,feasible,static_v1,0,0.00,0.07
R105,R,100,SAA16-b0p3,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,19,1729.9,231.8,98.6,97.4,98.9,2.2,ontime_p50,95.0,True,False,feasible,static_v1,0,2.73,2.80
R105,R,100,Q120,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,20,1682.9,27.1,99.2,97.3,99.0,2.4,ontime_p50,95.0,True,False,feasible,static_v1,0,-0.07,0.01
R105,R,100,Q110,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,19,1682.8,19.5,99.2,97.3,98.8,2.1,ontime_p50,95.0,True,False,feasible,static_v1,0,-0.07,0.00
R105,R,100,Q130,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,19,1700.0,34.8,98.9,97.0,98.8,2.2,ontime_p50,95.0,True,False,feasible,static_v1,0,0.95,1.02
R105,R,100,SAA64-b0p7,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,19,1792.9,615.3,98.8,96.9,98.3,2.3,ontime_p50,95.0,True,False,feasible,static_v1,0,6.47,6.54
R105,R,100,Gamma1-q1p645,Gamma,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,19,1693.9,263.2,97.9,96.2,97.6,2.4,ontime_p50,95.0,True,True,feasible,static_v1,0,0.59,0.66
R106,R,100,SAA32-b0p5,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,12,1429.0,302.4,100.0,99.3,100.0,0.0,ontime_p50,95.0,True,False,feasible,static_v1,0,3.42,3.42
R106,R,100,Gamma2-q1p645,Gamma,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,12,1394.9,404.5,100.0,99.3,99.8,2.3,ontime_p50,95.0,True,True,feasible,static_v1,0,0.95,0.95
R106,R,100,DET,DET,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,12,1381.8,9.6,99.5,99.1,99.7,2.1,ontime_p50,95.0,True,False,feasible,static_v1,0,0.00,0.00
R106,R,100,SAA64-b0p7,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,12,1448.9,616.4,100.0,98.8,99.8,2.4,ontime_p50,95.0,True,False,feasible,static_v1,0,4.86,4.86
R106,R,100,Q120,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,12,1390.3,30.6,98.8,98.4,99.1,2.2,ontime_p50,95.0,True,False,feasible,static_v1,0,0.62,0.62
R106,R,100,SAA16-b0p3,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,12,1407.0,203.1,98.7,97.9,98.5,2.2,ontime_p50,95.0,True,False,feasible,static_v1,0,1.82,1.82
R106,R,100,Q110,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,12,1407.9,19.7,98.0,97.0,97.7,2.6,ontime_p50,95.0,True,False,feasible,static_v1,0,1.89,1.89
R106,R,100,Gamma1-q1p645,Gamma,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,12,1387.0,260.6,97.4,96.5,97.6,2.3,ontime_p50,95.0,True,False,feasible,static_v1,0,0.38,0.38
R106,R,100,Q130,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,12,1397.6,33.5,98.4,96.4,98.1,2.3,ontime_p50,95.0,True,False,feasible,static_v1,0,1.14,1.14
R107,R,100,Gamma2-q1p645,Gamma,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,17,1510.5,427.2,99.1,98.8,99.3,2.2,ontime_p50,95.0,True,False,feasible,static_v1,0,1.72,1.79
R107,R,100,Q120,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,17,1493.6,26.0,99.3,98.7,99.3,2.4,ontime_p50,95.0,True,False,feasible,static_v1,0,0.59,0.65
R107,R,100,SAA64-b0p7,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,18,1544.3,574.7,99.0,98.5,99.4,2.2,ontime_p50,95.0,True,False,feasible,static_v1,0,4.00,4.06
R107,R,100,SAA32-b0p5,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,17,1546.6,339.0,99.5,98.2,99.6,2.2,ontime_p50,95.0,True,False,feasible,static_v1,0,4.16,4.22
R107,R,100,Gamma1-q1p645,Gamma,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,17,1499.9,259.0,99.8,98.1,99.7,2.1,ontime_p50,95.0,True,False,feasible,static_v1,0,1.01,1.07
R107,R,100,SAA16-b0p3,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,17,1527.5,211.0,98.6,97.8,98.4,2.5,ontime_p50,95.0,True,False,feasible,static_v1,0,2.87,2.93
R107,R,100,Q130,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,17,1484.0,40.2,99.0,97.7,99.2,2.3,ontime_p50,95.0,True,True,feasible,static_v1,0,-0.06,0.00
R107,R,100,DET,DET,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,17,1484.9,11.5,99.0,97.0,99.0,2.1,ontime_p50,95.0,True,False,feasible,static_v1,0,0.00,0.06
R107,R,100,Q110,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,17,1518.2,21.0,98.2,96.9,98.3,2.5,ontime_p50,95.0,True,False,feasible,static_v1,0,2.24,2.30
R108,R,100,Q130,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,19,1143.1,34.3,100.0,99.1,100.0,0.0,ontime_p50,95.0,True,False,feasible,static_v1,0,1.32,1.32
R108,R,100,SAA64-b0p7,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,18,1174.6,595.1,99.4,99.1,99.8,2.2,ontime_p50,95.0,True,False,feasible,static_v1,0,4.11,4.11
R108,R,100,Gamma2-q1p645,Gamma,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,19,1149.3,424.4,100.0,98.7,99.9,2.4,ontime_p50,95.0,True,False,feasible,static_v1,0,1.87,1.87
R108,R,100,Gamma1-q1p645,Gamma,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,18,1139.5,294.6,99.4,98.3,99.2,2.2,ontime_p50,95.0,True,True,feasible,static_v1,0,1.00,1.00
R108,R,100,SAA16-b0p3,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,18,1165.5,234.7,99.6,97.8,99.5,2.2,ontime_p50,95.0,True,False,feasible,static_v1,0,3.31,3.31
R108,R,100,Q110,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,18,1134.2,21.5,98.3,97.4,98.2,2.6,ontime_p50,95.0,True,False,feasible,static_v1,0,0.53,0.53
R108,R,100,Q120,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,18,1140.2,27.3,98.6,97.1,98.9,2.4,ontime_p50,95.0,True,False,feasible,static_v1,0,1.06,1.06
R108,R,100,SAA32-b0p5,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,18,1188.0,352.5,98.9,97.0,98.9,2.3,ontime_p50,95.0,True,False,feasible,static_v1,0,5.30,5.30
R108,R,100,DET,DET,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,18,1128.2,10.9,97.4,95.8,97.3,2.5,ontime_p50,95.0,True,False,feasible,static_v1,0,0.00,0.00
R109,R,100,SAA16-b0p3,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,14,1266.8,211.7,99.7,98.0,100.0,0.0,ontime_p50,95.0,True,True,feasible,static_v1,0,3.74,3.74
R109,R,100,SAA64-b0p7,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,14,1304.6,576.4,100.0,98.0,99.9,2.1,ontime_p50,95.0,True,False,feasible,static_v1,0,6.84,6.84
R109,R,100,Q120,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,14,1223.6,31.4,99.2,97.9,99.1,2.4,ontime_p50,95.0,True,False,feasible,static_v1,0,0.20,0.20
R109,R,100,SAA32-b0p5,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,15,1289.8,317.0,98.6,97.9,98.8,2.2,ontime_p50,95.0,True,False,feasible,static_v1,0,5.63,5.63
R109,R,100,DET,DET,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,14,1221.1,11.7,98.9,97.3,98.8,2.5,ontime_p50,95.0,True,False,feasible,static_v1,0,0.00,0.00
R109,R,100,Gamma2-q1p645,Gamma,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,15,1237.0,476.5,99.2,97.1,98.8,2.2,ontime_p50,95.0,True,False,feasible,static_v1,0,1.30,1.30
R109,R,100,Q130,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,15,1241.4,35.2,98.5,97.1,98.8,2.2,ontime_p50,95.0,True,False,feasible,static_v1,0,1.66,1.66
R109,R,100,Gamma1-q1p645,Gamma,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,14,1230.5,287.1,98.6,96.9,98.4,2.3,ontime_p50,95.0,True,False,feasible,static_v1,0,0.77,0.77
R109,R,100,Q110,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,14,1221.6,21.5,97.7,96.3,98.1,2.3,ontime_p50,95.0,True,False,feasible,static_v1,0,0.04,0.04
R110,R,100,DET,DET,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,17,1627.8,10.5,99.5,98.4,99.6,2.4,ontime_p50,95.0,True,False,feasible,static_v1,0,0.00,1.74
R110,R,100,SAA16-b0p3,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,17,1670.8,210.7,99.3,98.0,99.2,2.4,ontime_p50,95.0,True,False,feasible,static_v1,0,2.64,4.42
R110,R,100,Q110,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,17,1626.6,23.7,99.0,98.0,99.0,2.3,ontime_p50,95.0,True,False,feasible,static_v1,0,-0.07,1.66
R110,R,100,Gamma1-q1p645,Gamma,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,17,1633.5,249.5,98.5,97.9,98.5,2.2,ontime_p50,95.0,True,False,feasible,static_v1,0,0.35,2.09
R110,R,100,SAA64-b0p7,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,17,1682.6,580.0,98.7,97.6,98.5,2.2,ontime_p50,95.0,True,False,feasible,static_v1,0,3.37,5.16
